age,gender,country,level_education,job,programming_experience,programming_languages,programming_language_learning_first,computing_platform,used_TPU,used_ml_methods,primary_tool_analyze_data,salary
25-29,Man,Russia,Bachelor’s degree,Data Scientist,3-5 years,Python,Bash,A personal computer / desktop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
25-29,Man,India,Master’s degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","2,000-2,999"
25-29,Man,Switzerland,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","70,000-79,999"
25-29,Man,India,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,Other,"100,000-124,999"
25-29,Man,Colombia,Master’s degree,Data Scientist,5-10 years,Python,C++,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,2-5 times,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","15,000-19,999"
25-29,Man,China,Master’s degree,Data Scientist,1-3 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,1-2 years,"Advanced statistical software (SPSS, SAS, etc.)","30,000-39,999"
25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
25-29,Woman,Poland,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,5-10 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","25,000-29,999"
25-29,Man,Taiwan,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Advanced statistical software (SPSS, SAS, etc.)","1,000-1,999"
25-29,Man,Japan,Master’s degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,2-5 times,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","50,000-59,999"
25-29,Man,Kazakhstan,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
25-29,Man,Other,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,Under 1 year,Other,$0-999
25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
25-29,Man,Colombia,Master’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","2,000-2,999"
25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","4,000-4,999"
25-29,Man,Turkey,Master’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,India,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","1,000-1,999"
25-29,Man,United States of America,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","90,000-99,999"
25-29,Man,Other,Master’s degree,Data Scientist,3-5 years,Python,C++,A personal computer / desktop,2-5 times,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","5,000-7,499"
25-29,Man,Germany,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
25-29,Man,Other,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
25-29,Man,Nigeria,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,Other,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",$0-999
25-29,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
25-29,Man,India,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
25-29,Man,Argentina,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","7,500-9,999"
25-29,Man,Russia,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
25-29,Man,India,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","7,500-9,999"
25-29,Man,France,Master’s degree,Data Scientist,3-5 years,Python,R,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
25-29,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",More than 25 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
25-29,Man,Mexico,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Never,3-4 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","2,000-2,999"
25-29,Man,Japan,Master’s degree,Data Scientist,3-5 years,Python,C,A personal computer / desktop,Never,Under 1 year,"Advanced statistical software (SPSS, SAS, etc.)",$0-999
25-29,Man,Thailand,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
25-29,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","7,500-9,999"
25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,Python,SQL,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
25-29,Man,Kenya,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
25-29,Woman,Australia,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
25-29,Man,Kenya,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,Other,$0-999
25-29,Man,Russia,Bachelor’s degree,Data Scientist,< 1 years,Python,MATLAB,A laptop,Never,I do not use machine learning methods,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","7,500-9,999"
25-29,Woman,France,Master’s degree,Data Scientist,1-3 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,1-2 years,"Advanced statistical software (SPSS, SAS, etc.)","50,000-59,999"
25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
25-29,Man,France,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,4-5 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","5,000-7,499"
25-29,Man,Uganda,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Once,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","3,000-3,999"
25-29,Man,Other,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,6-25 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,2-3 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",$0-999
25-29,Woman,Other,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,More than 25 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,Uganda,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,2-5 times,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,Ireland,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
25-29,Man,Turkey,Master’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
25-29,Prefer not to say,Brazil,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
25-29,Man,Taiwan,Master’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
25-29,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","1,000-1,999"
25-29,Woman,India,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,2-5 times,4-5 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","25,000-29,999"
25-29,Woman,Turkey,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","60,000-69,999"
25-29,Man,Japan,Doctoral degree,Data Scientist,< 1 years,Python,None,A personal computer / desktop,2-5 times,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","40,000-49,999"
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,Under 1 year,Other,"7,500-9,999"
25-29,Man,Spain,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
25-29,Woman,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","7,500-9,999"
25-29,Man,Russia,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
25-29,Man,Spain,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,1-2 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","50,000-59,999"
25-29,Man,India,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","4,000-4,999"
25-29,Man,Japan,I prefer not to answer,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","50,000-59,999"
25-29,Man,Turkey,Master’s degree,Data Scientist,3-5 years,Python,SQL,A laptop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","7,500-9,999"
25-29,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,3-4 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","90,000-99,999"
25-29,Man,United States of America,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","15,000-19,999"
25-29,Man,France,Professional doctorate,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,1-2 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","20,000-24,999"
25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
25-29,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Once,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","7,500-9,999"
25-29,Man,Sri Lanka,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,SQL,A personal computer / desktop,2-5 times,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
25-29,Prefer not to say,Kenya,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,4-5 years,"Advanced statistical software (SPSS, SAS, etc.)","5,000-7,499"
25-29,Man,Sweden,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","30,000-39,999"
25-29,Man,Netherlands,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","60,000-69,999"
25-29,Man,Italy,Master’s degree,Data Scientist,5-10 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
25-29,Prefer to self-describe,United States of America,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
25-29,Man,Italy,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
25-29,Man,Russia,No formal education past high school,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Never,I do not use machine learning methods,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
25-29,Man,Brazil,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
